puzis SotA, operation = remove, graph nodes = 1000, graph edges 5952, edge stream size = 100, groups size = 10, number of groups = 10
1, 25.385117292404175
2, 50.80021667480469
3, 76.19431471824646
4, 101.61834573745728
5, 126.99717593193054
6, 152.35945963859558
7, 177.82002568244934
8, 203.1749975681305
9, 228.5856649875641
10, 254.0521378517151
11, 279.4542496204376
12, 304.83505630493164
13, 330.21578073501587
14, 355.5658221244812
15, 381.0030617713928
16, 406.41834712028503
17, 431.83010601997375
18, 457.2922809123993
19, 482.6591851711273
20, 508.0530982017517
21, 533.4978137016296
22, 558.8929493427277
23, 584.288979768753
24, 609.874253988266
25, 635.4164371490479
26, 660.8753778934479
27, 686.2084918022156
28, 711.4992883205414
29, 736.9230153560638
30, 762.5088064670563
31, 788.0497138500214
32, 813.4677686691284
33, 838.7949216365814
34, 864.1068966388702
35, 889.5664806365967
36, 915.030739068985
37, 940.5514619350433
38, 965.8595173358917
39, 991.2376306056976
40, 1016.5625903606415
41, 1041.834289073944
42, 1067.1540138721466
43, 1092.5163443088531
44, 1117.7641849517822
45, 1143.069973707199
46, 1168.3440947532654
47, 1193.6840059757233
48, 1218.9834809303284
49, 1244.3409004211426
50, 1269.6424853801727
51, 1294.9353141784668
52, 1320.218411207199
53, 1345.5584568977356
54, 1370.9066247940063
55, 1396.2728326320648
56, 1421.642540216446
57, 1447.0273497104645
58, 1472.5421617031097
59, 1498.134265422821
60, 1523.5853521823883
61, 1548.8549757003784
62, 1574.194697380066
63, 1599.5872912406921
64, 1625.0569655895233
65, 1650.5660569667816
66, 1675.9765775203705
67, 1701.3139255046844
68, 1726.6838557720184
69, 1752.164918422699
70, 1777.6103570461273
71, 1803.093808889389
72, 1828.576208114624
73, 1854.0726294517517
74, 1879.5778548717499
75, 1905.1081149578094
76, 1930.6362745761871
77, 1956.1037118434906
78, 1981.5105800628662
79, 2006.980676651001
80, 2032.751779794693
81, 2058.2411165237427
82, 2083.7642772197723
83, 2109.251387357712
84, 2134.707673549652
85, 2160.176792860031
86, 2185.6574141979218
87, 2211.1538558006287
88, 2236.599348306656
89, 2262.080567598343
90, 2287.592180490494
91, 2313.043300628662
92, 2338.350162744522
93, 2363.655057668686
94, 2389.0833928585052
95, 2414.5648834705353
96, 2440.0704724788666
97, 2465.4008457660675
98, 2490.68133020401
99, 2515.989157676697
100, 2541.4509286880493
