thesis gbc, operation = remove, graph nodes = 1000, graph edges 5952, edge stream size = 100, groups size = 10, number of groups = 10
1, 124575044, space
2, 124328380, space
3, 125021540, space
4, 123480020, space
5, 123855404, space
6, 126606620, space
7, 124753556, space
8, 123259188, space
9, 124331764, space
10, 123187836, space
11, 123381924, space
12, 123921532, space
13, 123195924, space
14, 123377484, space
15, 123306140, space
16, 123447724, space
17, 123826012, space
18, 123546268, space
19, 123459732, space
20, 128331732, space
21, 124381052, space
22, 123615340, space
23, 123591604, space
24, 123344068, space
25, 128386132, space
26, 123596708, space
27, 123613580, space
28, 123780380, space
29, 123982412, space
30, 123632684, space
31, 124843540, space
32, 123933148, space
33, 123856332, space
34, 131777932, space
35, 124705052, space
36, 127627004, space
37, 123507676, space
38, 123344220, space
39, 126145252, space
40, 123484404, space
41, 124821252, space
42, 124988412, space
43, 126848996, space
44, 126349748, space
45, 123379204, space
46, 124815708, space
47, 123870804, space
48, 123483540, space
49, 123279716, space
50, 123708716, space
51, 123877876, space
52, 124242036, space
53, 123734844, space
54, 123186300, space
55, 125360468, space
56, 123458748, space
57, 123943356, space
58, 126356324, space
59, 123248564, space
60, 123314516, space
61, 126967252, space
62, 128002292, space
63, 126479116, space
64, 123318948, space
65, 123581772, space
66, 123283724, space
67, 123087380, space
68, 133421564, space
69, 123756700, space
70, 124080100, space
71, 123387268, space
72, 123940588, space
73, 123814236, space
74, 124790844, space
75, 123377732, space
76, 123871612, space
77, 125765164, space
78, 123843596, space
79, 124064708, space
80, 124363364, space
81, 123542804, space
82, 126626308, space
83, 124600396, space
84, 125268028, space
85, 125695148, space
86, 123872020, space
87, 128845228, space
88, 123975444, space
89, 123347844, space
90, 125636852, space
91, 124784228, space
92, 125484060, space
93, 124345236, space
94, 129433652, space
95, 123919316, space
96, 123792948, space
97, 123597124, space
98, 123802852, space
99, 131482460, space
100, 123342764, space
